brand,model,os_version,network_type,user_isp_id,user_region_id,user_city_id,bandwidth_Mbps,user_uid,cell_asuLevel,cell_dbm,cell_level,cell_mcc,cell_mnc,cell_bands,cell_tac,cell_nrarfcn,cell_csiRsrp,cell_csiRsrq,cell_csiSinr,cell_ssRsrp,cell_ssRsrq,cell_ssSinr
vivo,V2057A,10,5G,China Mobile,shandongsheng,ziboshi,5.5,9016c668dc7ee709f9911bd38139c579,97,65;65;65;73;73,0,460,0,['Added in API level 30'],680,504990,255,255,255,65;65;65;73;73,67;67;67;82;82,60;60;60;79;79
vivo,V2130A,11,5G,China Unicom,liaoningsheng,jinzhoushi,5.5,2cd65244fb6d1467cabccb984205f764,96,-44;-44,4,460,1,[],1215744,427970,-44,-3,2147483647,-44;-44,-3;-3,37;37
vivo,V2072A,11,5G,China Telecom,hunansheng,zhuzhoushi,834.1,a5acc9dc2661eba9616d09eeb797948c,96,-44;-44,4,460,1,[],87,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2072A,11,5G,China Telecom,sichuansheng,chengdushi,764.2,298bcc74e882b16e5496f72dd3e57b83,96,-44;-44;-44;-44;-44,4,460,11,[],176000,627264,-44,-3,2147483647,-44;-44;-44;-44;-44,-3;-3;-3;-3;-3,40;40;40;40;40
Xiaomi,21091116C,11,5G,China Unicom,anhuisheng,wuhushi,141.6,fb0240019508685443e70b799be4c25f,96,-44;-44,4,460,11,[],7054338,633984,-44,-3,2147483647,-44;-44,-3;-3,40;40
realme,RMX3031,11,5G,China Mobile,jiangxisheng,yichunshi,454.5,c4eacb758e707cddefdc56e2cc8c7731,96,-44;-44;-44,4,460,0,[],3145798,504990,-44,-3,2147483647,-44;-44;-44,-3;-3;-3,40;40;40
Xiaomi,M2007J22C,10,5G,China Telecom,guangdongsheng,guangzhoushi,501.7,7fb4b72f8f926a22f65075adac48b722,97,255;255;255;255,0,460,1,['Added in API level 30'],810006,633984,255,255,255,73;73;73;73,76;76;76;76,57;57;57;57
vivo,V2121A,11,5G,China Telecom,heilongjiangsheng,jiamusishi,123.6,e8bf2932b556fcfa287dfde659cfc4c8,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],9,427010,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2031A,10,5G,China Telecom,fujiansheng,quanzhoushi,51.4,511d47f69de5b8c6007a704734e6bedb,97,50;50;50;50;50;51;51;51;51;53;53,0,460,1,['Added in API level 30'],5,427010,255,255,255,50;50;50;50;50;51;51;51;51;53;53,78;78;78;78;78;72;72;72;72;74;74,46;46;46;46;46;38;38;38;38;40;40
OPPO,PFGM00,11,5G,China Mobile,guangdongsheng,shantoushi,306.6,a76c4715d3edfce49b5108aeb3112719,96,-44;-44,4,460,0,[],1339413,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
Xiaomi,M2012K10C,11,5G,China Mobile,guangdongsheng,shanweishi,0.5,54dd1451364d1566df8e86d72cb8f0c9,96,-44;-44,4,460,0,[],1358107,154810,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2068A,11,5G,China Mobile,neimengguzizhiqu,xilinguoleimeng,260.1,a513a82bc8731bfcc0ec41daf63bc73c,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],5521468,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V1986A,11,5G,China Unicom,liaoningsheng,panjinshi,354.6,5e1b5568d19adb605c87f317887e2756,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],1097729,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V1986A,11,5G,China Unicom,neimengguzizhiqu,baotoushi,3.6,8cdba0ab846079535c3d9dd3774c4eb6,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],4001283,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PFGM00,11,5G,China Mobile,zhejiangsheng,ningboshi,435.3,9eb43c4857fa59028a99669938123af3,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],1192077,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,M2006J10C,11,5G,China Telecom,henansheng,zhengzhoushi,570.4,a4382892ea87671e7b90f55382be39e0,96,-44;-44,4,460,1,[],4194317,633984,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PDYM20,11,5G,China Mobile,shandongsheng,linyishi,451.1,0b65712a0589895062f042139dd889f9,96,-44;-44;-44,4,460,0,[],6817335,504990,-44,-3,2147483647,-44;-44;-44,-3;-3;-3,40;40;40
realme,RMX3115,11,5G,China Mobile,tianjinshi,tianjinshi,353,e6c5ef34ba4c09fef9f90ef8d67f0daa,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],2147483647,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2162A,11,5G,China Mobile,guangxizhuangzuzizhiqu,wuzhoushi,176.7,843690b72fe9256990312f75a2c38058,96,-44;-44;-44;-44;-44;-44,4,460,0,[],340411,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3,40;40;40;40;40;40
vivo,V2057A,10,5G,China Telecom,guangdongsheng,zhaoqingshi,575.8,b2bb27eeee3069c6cc4a3853cc296390,97,69;69,0,460,1,['Added in API level 30'],833800,627264,255,255,255,69;69,86;86,92;92
vivo,V2031EA,10,5G,China Mobile,henansheng,puyangshi,354.5,9ff39ce5e143f14ea40b2cbbfa7415bc,97,66;66;66;66;66;66;66;66;66;66;66;66;66;66;67;67;67;67;68;68;68;68,0,460,0,['Added in API level 30'],4038,504990,255,255,255,66;66;66;66;66;66;66;66;66;66;66;66;66;66;67;67;67;67;68;68;68;68,72;72;72;72;72;71;71;71;71;71;71;71;71;71;74;74;74;74;75;75;75;75,61;61;61;61;61;60;60;60;60;60;59;59;59;59;61;61;61;61;60;60;60;60
OPPO,PDSM00,11,5G,China Unicom,shandongsheng,rizhaoshi,294.7,f598160415a290c4249f2ae1aae4113e,96,-44;-44,4,460,1,[],3162629,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PEQM00,11,5G,China Unicom,beijingshi,beijingshi,520.7,a9a9acccce39de40086125f7d45e2d6a,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],73749,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
realme,RMX3031,11,5G,China Unicom,guangxizhuangzuzizhiqu,hezhoushi,336.9,a4ed6583e673571eae8bf564abe70f13,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],3412993,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PEAM00,11,5G,China Mobile,guangdongsheng,jiangmenshi,535.5,feae12cbc179ae4691ccbb3b5026989d,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],1343512,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PECM30,11,5G,China Mobile,hebeisheng,hengshuishi,196,242e94e20c7c3ee9f616b3fae955c164,96,-44;-44;-44;-44,4,460,0,[],2230020,504990,-44,-3,2147483647,-44;-44;-44;-44,-3;-3;-3;-3,40;40;40;40
OPPO,PDCM00,11,5G,China Telecom,hebeisheng,hengshuishi,27.2,1c7bf27bf55393042b20dfc164eee47a,96,-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],2359296,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40
Xiaomi,M2006J10C,11,5G,China Mobile,chongqingshi,chongqingshi,921,287f55b6ca554863652c0b99887286f4,96,-44;-44,4,460,0,[],2490411,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PDCM00,11,5G,China Telecom,hebeisheng,hengshuishi,461.8,1c7bf27bf55393042b20dfc164eee47a,96,-44;-44;-44,4,460,1,[],2359297,633984,-44,-3,2147483647,-44;-44;-44,-3;-3;-3,40;40;40
Xiaomi,M2104K10AC,11,5G,China Telecom,guangdongsheng,yunfushi,578.8,15f369e567b3e50132e496675f82d868,96,-44;-44,4,460,1,[],8619520,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PEPM00,11,5G,China Mobile,guangdongsheng,zhongshanshi,64.2,614552d0526554ca04f2f2bb6b7c44c7,96,-44;-44,4,460,0,[],1347585,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V1986A,11,5G,China Telecom,zhejiangsheng,ningboshi,3.7,59812427afe2e986d064ccfcff2c3a75,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,11,[],4938240,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PEPM00,11,5G,China Mobile,hebeisheng,handanshi,407,079fe2bb73317efd075c31668661075a,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],2229261,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;33;33;33;33;33;34;34;34;34;37;37;37;37;36;36;36;36;36;33;33
Xiaomi,M2004J7AC,11,5G,China Mobile,shandongsheng,weihaishi,55.3,d7c20764876bf565631e89c3dbf42df8,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],6819329,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2130A,11,5G,China Mobile,zhejiangsheng,hangzhoushi,780.8,dd7a402987fbcbca148d71fef1e67a57,96,-44;-44,4,460,0,[],1179681,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
Xiaomi,M2004J7BC,11,5G,China Unicom,shandongsheng,weihaishi,359.3,4ae0cbb8347809c522776438b15adfe6,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],3342343,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V1986A,11,5G,China Unicom,beijingshi,beijingshi,322.8,1906a128618908bf6f4107fe30be09fa,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],73740,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2061A,10,5G,China Mobile,jiangsusheng,taizhoushi,674.4,cd117f06022069aaa25d01de0c6caba9,97,72;72,0,460,0,['Added in API level 30'],10036,504990,255,255,255,72;72,58;58,60;60
realme,RMX2111,10,5G,China Telecom,shandongsheng,jiningshi,463.6,7414e8b84afbffe487de9402e659aae8,97,58;58;58;58;58;58;58;58;58;59;59;59;59;58;58;58;58;58;58;58;58;58;58;58;58,0,460,1,['Added in API level 30'],311447,627264,255,255,255,58;58;58;58;58;58;58;58;58;59;59;59;59;58;58;58;58;58;58;58;58;58;58;58;58,81;81;81;81;81;81;81;81;81;78;78;78;78;75;75;75;75;76;76;76;76;76;76;76;76,64;64;64;64;64;65;65;65;65;59;59;59;59;56;56;56;56;56;56;56;56;56;56;56;56
vivo,V2133A,11,5G,China Mobile,zhejiangsheng,wenzhoushi,143.7,050e696afbc3127bbaed8806a7382307,96,-44;-44;-44,4,460,0,[],125079,504990,-44,-3,2147483647,-44;-44;-44,-3;-3;-3,40;40;40
vivo,V2057A,10,5G,China Unicom,xinjiangweiwuerzizhiqu,hetiandiqu,2.1,15b395b5dfd722cd4f1f68826e75f197,97,72;72,0,460,1,['Added in API level 30'],2147483647,627264,255,255,255,72;72,85;85,70;70
Xiaomi,21091116C,11,5G,China Unicom,jiangsusheng,yangzhoushi,142.4,7838e9a794bae1defbdc657f5a8f507d,96,-44;-44,4,460,1,[],13681418,627264,-44,-3,2147483647,-44;-44,-3;-3,40;40
realme,RMX3350,11,5G,China Unicom,guangdongsheng,shantoushi,319.9,796d04cc5de6bf0f32be78c34a800c38,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],1339435,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PERM00,11,5G,China Unicom,heilongjiangsheng,jixishi,265.3,5709cfaae2879c4e8aa13de543ff2f20,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],10203137,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;38;38;38;38;38
realme,RMX3350,11,5G,China Mobile,chongqingshi,chongqingshi,379.4,b8e30cf1bc097dcbbd96721e54717bf9,96,-44;-44,4,460,0,[],2490409,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2057A,10,5G,China Unicom,guizhousheng,qianxinanbuyizumiaozuzizhizhou,45.7,b851c4cd22163786c7fe302b37c401ca,97,56;56,0,460,11,['Added in API level 30'],2147483647,422930,255,255,255,56;56,73;73,69;69
OPPO,PDYM20,11,5G,China Telecom,fujiansheng,putianshi,214.3,c56ad62bd50e3c873b4844c06aa36ac3,96,-44;-44;-44;-44;-44;-44,4,460,1,[],6189056,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3,40;40;40;40;40;40
OPPO,PDYM20,11,5G,China Mobile,shandongsheng,linyishi,125.5,0b65712a0589895062f042139dd889f9,96,-44;-44,4,460,0,[],6817335,504990,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2031A,10,5G,China Unicom,heilongjiangsheng,jixishi,58.5,ce23d11ee0a9323faad64b2c541ac331,97,67;67;67;67;67;66;66;66;66;68;68;68;68;68;69;69;69,0,460,1,['Added in API level 30'],9,427010,255,255,255,67;67;67;67;67;66;66;66;66;68;68;68;68;68;69;69;69,69;69;69;69;69;69;69;69;69;70;70;70;70;70;72;72;72,45;45;45;45;45;45;45;45;45;48;48;48;48;48;54;54;54
vivo,V2061A,10,5G,China Unicom,hubeisheng,wuhanshi,331.3,a3d3373fc14f6577e8c4c90617a77736,97,68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68,0,460,1,['Added in API level 30'],8,627264,255,255,255,68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68,87;87;87;74;74;74;74;74;75;75;75;75;79;79;79;79;79;74;74;74;74;66,72;72;72;71;71;71;71;71;71;71;71;71;71;71;71;71;71;72;72;72;72;71
Xiaomi,M2012K10C,11,5G,China Unicom,henansheng,xinyangshi,341.1,6cf638270d919d81aa3153f1c69769a6,96,-44;-44,4,460,1,[],4215040,633984,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2068A,11,5G,China Unicom,hebeisheng,baodingshi,376.6,05fec29775606dc18a85154cbd1c4251,96,-44;-44,4,460,1,[],2297344,633984,-44,-3,2147483647,-44;-44,-3;-3,40;40
OPPO,PDCM00,11,5G,China Telecom,hebeisheng,hengshuishi,475.9,1c7bf27bf55393042b20dfc164eee47a,96,-44;-44,4,460,1,[],2359296,633984,-44,-3,2147483647,-44;-44,-3;-3,40;40
vivo,V2061A,10,5G,China Unicom,jilinsheng,yanbianchaoxianzuzizhizhou,45,50e3a0f85fd1feb9885eecb6cd06049e,97,53;53,0,460,1,['Added in API level 30'],8,427010,255,255,255,53;53,66;66,46;46
OPPO,PDCM00,11,5G,China Telecom,hebeisheng,hengshuishi,434.3,1c7bf27bf55393042b20dfc164eee47a,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],2359297,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PEPM00,11,5G,China Mobile,xinjiangweiwuerzizhiqu,yilihasakezizhizhou,360.8,e82c17eb1acfd50aea7eca647e164fa3,96,-44;-44;-44;-44;-44;-44,4,460,0,[],5775361,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3,40;40;40;40;40;40
realme,RMX3125,11,5G,China Telecom,fujiansheng,quanzhoushi,704.7,421fa2ba668131304e93b58c0430ef5b,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],6195460,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2057A,10,5G,China Telecom,shanxisheng,ankangshi,39.4,cb4d9d868b10201efc3e5ed6d3c55cb3,97,48;48,0,460,1,['Added in API level 30'],2147483647,627264,255,255,255,48;48,76;76,63;63
vivo,V2121A,11,5G,China Unicom,anhuisheng,fuyangshi,147.5,01efb5f921e01bda4306cc240010bbc2,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,11,[],6,427210,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2163A,11,5G,China Unicom,jilinsheng,changchunshi,446.4,b4b9cd98109aaa1aeb67e81ce60a489d,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],80603,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2048A,11,5G,China Mobile,liaoningsheng,shenyangshi,26.1,ff942df7def39eec57d9f00e71d3e03f,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],3616385,152650,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PDKM00,11,5G,China Telecom,shanxisheng,jinzhongshi,82.9,5634df8259667c947b6d04cb2aa514e0,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,1,[],10561280,633984,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
OPPO,PEQM00,11,5G,China Mobile,guangdongsheng,huizhoushi,154.7,2be4f88d2fc86273aa066936cfe8e905,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],1331235,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,M2006J10C,11,5G,China Telecom,shanxisheng,baojishi,523.3,29473f8e75a51b673795d50ab63dc50c,96,-44,4,460,11,[],12288514,627264,-44,-3,2147483647,-44,-3,40
vivo,V2123A,11,5G,China Telecom,guangdongsheng,huizhoushi,379.4,7eb03b88687e63324b3c9d752dcc0d71,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,11,[],7836160,627264,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
vivo,V2031EA,10,5G,China Mobile,fujiansheng,quanzhoushi,489.7,9f3fe57d0fc750a62467c4e5290f4343,97,74;74,0,460,0,['Added in API level 30'],325955,504990,255,255,255,74;74,86;86,81;81
vivo,V2072A,11,5G,China Mobile,shanxisheng,taiyuanshi,596,11207db41a9aa20500f698f063c72d74,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],701204,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
Xiaomi,M2007J22C,11,5G,China Mobile,sichuansheng,chengdushi,404.4,7a31bf2e052d1e47e739b0688c08f9f7,96,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,4,460,0,[],2622451,504990,-44,-3,2147483647,-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
